category,image_name,count
Living_Things,processed/face/female_100_2.png,2
Nonliving_Things,processed/house/House47_2.png,2
Living_Things,processed/face/female_40_2.png,2
Nonliving_Things,processed/house/House61_2.png,2
Living_Things,processed/face/female_52_2.png,2
Living_Things,processed/face/male_83_2.png,2
Living_Things,processed/face/male_62_2.png,2
Nonliving_Things,processed/house/House89_2.png,2
Nonliving_Things,processed/house/House36_2.png,2
Nonliving_Things,processed/house/House28_2.png,2
Nonliving_Things,processed/house/House85_2.png,2
Living_Things,processed/face/female_87_2.png,2
Nonliving_Things,processed/house/House51_2.png,2
Nonliving_Things,processed/house/House65_2.png,2
Living_Things,processed/face/male_53_2.png,2
Nonliving_Things,processed/house/House67_2.png,2
Living_Things,processed/face/male_29_2.png,2
Nonliving_Things,processed/house/House84_2.png,2
Nonliving_Things,processed/house/House34_2.png,2
Nonliving_Things,processed/house/House90_2.png,2
Nonliving_Things,processed/house/House57_2.png,2
Nonliving_Things,processed/house/House76_2.png,2
Nonliving_Things,processed/house/House86_2.png,2
Living_Things,processed/face/female_73_2.png,2
Nonliving_Things,processed/house/House18_2.png,2
Living_Things,processed/face/male_89_2.png,2
Living_Things,processed/face/female_14_2.png,2
Nonliving_Things,processed/house/House26_2.png,2
Living_Things,processed/face/female_63_2.png,2
Nonliving_Things,processed/house/House59_2.png,2
Nonliving_Things,processed/house/House63_2.png,2
Nonliving_Things,processed/house/House70_2.png,2
Nonliving_Things,processed/house/House19_2.png,2
Nonliving_Things,processed/house/House64_2.png,2
Living_Things,processed/face/female_88_2.png,2
Nonliving_Things,processed/house/House79_2.png,2
Nonliving_Things,processed/house/House82_2.png,2
Nonliving_Things,processed/house/House50_2.png,2
Living_Things,processed/face/male_26_2.png,2
Nonliving_Things,processed/house/House10_2.png,2
Nonliving_Things,processed/house/House55_2.png,2
Nonliving_Things,processed/house/House11_2.png,2
Living_Things,processed/face/female_45_2.png,2
Nonliving_Things,processed/house/House25_2.png,2
Nonliving_Things,processed/house/House2_2.png,2
Living_Things,processed/face/male_35_2.png,2
Living_Things,processed/face/male_63_2.png,2
Living_Things,processed/face/male_65_2.png,2
Nonliving_Things,processed/house/House16_2.png,2
Nonliving_Things,processed/house/House8_2.png,2
Living_Things,processed/face/male_17_2.png,2
Nonliving_Things,processed/house/House48_2.png,2
Living_Things,processed/face/male_27_2.png,2
Living_Things,processed/face/female_86_2.png,2
Living_Things,processed/face/female_32_2.png,2
Living_Things,processed/face/female_25_2.png,2
Living_Things,processed/face/male_1_2.png,2
Living_Things,processed/face/male_56_2.png,2
Nonliving_Things,processed/house/House83_2.png,2
Living_Things,processed/face/female_34_2.png,2
Living_Things,processed/face/female_5_2.png,2
Living_Things,processed/face/male_37_2.png,2
Living_Things,processed/face/male_3_2.png,2
Living_Things,processed/face/male_10_2.png,2
Nonliving_Things,processed/house/House96_2.png,2
Nonliving_Things,processed/house/House27_2.png,2
Nonliving_Things,processed/house/House44_2.png,2
Living_Things,processed/face/female_58_2.png,2
Living_Things,processed/face/female_55_2.png,2
Nonliving_Things,processed/house/House12_2.png,2
Living_Things,processed/face/female_61_2.png,2
Nonliving_Things,processed/house/House7_2.png,2
Nonliving_Things,processed/house/House71_2.png,2
Nonliving_Things,processed/house/House37_2.png,2
Living_Things,processed/face/male_90_2.png,2
Nonliving_Things,processed/house/House17_2.png,2
Living_Things,processed/face/male_96_2.png,2
Nonliving_Things,processed/house/House78_2.png,2
Nonliving_Things,processed/house/House3_2.png,2
Living_Things,processed/face/male_75_2.png,2
Living_Things,processed/face/female_8_2.png,2
Nonliving_Things,processed/house/House22_2.png,2
Living_Things,processed/face/female_80_2.png,2
Living_Things,processed/face/female_77_2.png,2
Nonliving_Things,processed/house/House13_2.png,2
Living_Things,processed/face/female_29_2.png,2
Living_Things,processed/face/female_1_2.png,2
Nonliving_Things,processed/house/House1_2.png,2
Living_Things,processed/face/female_60_2.png,2
Nonliving_Things,processed/house/House35_2.png,2
Living_Things,processed/face/female_17_2.png,2
Living_Things,processed/face/female_44_2.png,2
Living_Things,processed/face/male_94_2.png,2
Living_Things,processed/face/male_70_2.png,2
Living_Things,processed/face/male_32_2.png,2
Nonliving_Things,processed/house/House39_2.png,2
