image_name,category
materials/nonliving/nonliving90.jpg,Nonliving_Things
materials/face/face20.gif,Living_Things
materials/face/face6.gif,Living_Things
materials/face/face49.gif,Living_Things
materials/nonliving/nonliving95.jpg,Nonliving_Things
materials/nonliving/nonliving7.jpg,Nonliving_Things
materials/nonliving/nonliving94.jpg,Nonliving_Things
materials/nonliving/nonliving18.jpg,Nonliving_Things
materials/nonliving/nonliving16.jpg,Nonliving_Things
materials/nonliving/nonliving64.jpg,Nonliving_Things
materials/face/face84.gif,Living_Things
materials/nonliving/nonliving51.jpg,Nonliving_Things
materials/face/face11.gif,Living_Things
materials/face/face78.gif,Living_Things
materials/nonliving/nonliving82.jpg,Nonliving_Things
materials/face/face16.gif,Living_Things
materials/face/face4.gif,Living_Things
materials/face/face59.gif,Living_Things
materials/nonliving/nonliving23.jpg,Nonliving_Things
materials/face/face31.gif,Living_Things
materials/nonliving/nonliving24.jpg,Nonliving_Things
materials/face/face19.gif,Living_Things
materials/face/face68.gif,Living_Things
materials/face/face8.gif,Living_Things
materials/face/face46.gif,Living_Things
materials/face/face38.gif,Living_Things
materials/face/face50.gif,Living_Things
materials/face/face23.gif,Living_Things
materials/face/face72.gif,Living_Things
materials/face/face9.gif,Living_Things
materials/nonliving/nonliving33.jpg,Nonliving_Things
materials/face/face56.gif,Living_Things
materials/face/face77.gif,Living_Things
materials/face/face90.gif,Living_Things
materials/face/face37.gif,Living_Things
materials/face/face80.gif,Living_Things
materials/nonliving/nonliving1.jpg,Nonliving_Things
materials/face/face35.gif,Living_Things
materials/face/face40.gif,Living_Things
materials/face/face71.gif,Living_Things
materials/nonliving/nonliving86.jpg,Nonliving_Things
materials/face/face85.gif,Living_Things
materials/face/face14.gif,Living_Things
materials/nonliving/nonliving30.jpg,Nonliving_Things
materials/face/face74.gif,Living_Things
materials/nonliving/nonliving100.jpg,Nonliving_Things
materials/nonliving/nonliving11.jpg,Nonliving_Things
materials/nonliving/nonliving27.jpg,Nonliving_Things
materials/nonliving/nonliving19.jpg,Nonliving_Things
materials/face/face1.gif,Living_Things
materials/face/face63.gif,Living_Things
materials/face/face98.gif,Living_Things
materials/face/face7.gif,Living_Things
materials/nonliving/nonliving62.jpg,Nonliving_Things
materials/face/face54.gif,Living_Things
materials/nonliving/nonliving98.jpg,Nonliving_Things
materials/nonliving/nonliving28.jpg,Nonliving_Things
materials/face/face93.gif,Living_Things
materials/nonliving/nonliving10.jpg,Nonliving_Things
materials/nonliving/nonliving9.jpg,Nonliving_Things
materials/nonliving/nonliving3.jpg,Nonliving_Things
materials/nonliving/nonliving59.jpg,Nonliving_Things
materials/nonliving/nonliving48.jpg,Nonliving_Things
materials/nonliving/nonliving41.jpg,Nonliving_Things
materials/face/face100.gif,Living_Things
materials/nonliving/nonliving61.jpg,Nonliving_Things
materials/nonliving/nonliving57.jpg,Nonliving_Things
materials/nonliving/nonliving58.jpg,Nonliving_Things
materials/face/face41.gif,Living_Things
materials/face/face65.gif,Living_Things
materials/nonliving/nonliving96.jpg,Nonliving_Things
materials/nonliving/nonliving22.jpg,Nonliving_Things
materials/nonliving/nonliving12.jpg,Nonliving_Things
materials/face/face70.gif,Living_Things
materials/nonliving/nonliving45.jpg,Nonliving_Things
materials/nonliving/nonliving49.jpg,Nonliving_Things
materials/face/face43.gif,Living_Things
materials/nonliving/nonliving2.jpg,Nonliving_Things
materials/face/face39.gif,Living_Things
materials/face/face91.gif,Living_Things
materials/nonliving/nonliving81.jpg,Nonliving_Things
materials/nonliving/nonliving75.jpg,Nonliving_Things
materials/face/face60.gif,Living_Things
materials/nonliving/nonliving15.jpg,Nonliving_Things
materials/face/face21.gif,Living_Things
materials/face/face79.gif,Living_Things
materials/face/face99.gif,Living_Things
materials/nonliving/nonliving29.jpg,Nonliving_Things
materials/face/face52.gif,Living_Things
materials/face/face97.gif,Living_Things
materials/nonliving/nonliving25.jpg,Nonliving_Things
materials/face/face66.gif,Living_Things
materials/nonliving/nonliving63.jpg,Nonliving_Things
materials/face/face47.gif,Living_Things
materials/face/face61.gif,Living_Things
materials/face/face3.gif,Living_Things
materials/face/face33.gif,Living_Things
materials/nonliving/nonliving47.jpg,Nonliving_Things
materials/nonliving/nonliving50.jpg,Nonliving_Things
materials/nonliving/nonliving56.jpg,Nonliving_Things
materials/nonliving/nonliving83.jpg,Nonliving_Things
materials/nonliving/nonliving79.jpg,Nonliving_Things
materials/face/face82.gif,Living_Things
materials/face/face42.gif,Living_Things
materials/nonliving/nonliving65.jpg,Nonliving_Things
materials/nonliving/nonliving55.jpg,Nonliving_Things
materials/nonliving/nonliving88.jpg,Nonliving_Things
materials/nonliving/nonliving37.jpg,Nonliving_Things
materials/face/face73.gif,Living_Things
materials/face/face36.gif,Living_Things
materials/face/face22.gif,Living_Things
materials/nonliving/nonliving93.jpg,Nonliving_Things
materials/face/face30.gif,Living_Things
materials/nonliving/nonliving38.jpg,Nonliving_Things
materials/nonliving/nonliving78.jpg,Nonliving_Things
materials/nonliving/nonliving77.jpg,Nonliving_Things
materials/face/face83.gif,Living_Things
materials/nonliving/nonliving68.jpg,Nonliving_Things
materials/nonliving/nonliving76.jpg,Nonliving_Things
materials/nonliving/nonliving92.jpg,Nonliving_Things
materials/nonliving/nonliving31.jpg,Nonliving_Things
materials/face/face75.gif,Living_Things
materials/nonliving/nonliving42.jpg,Nonliving_Things
materials/nonliving/nonliving35.jpg,Nonliving_Things
materials/nonliving/nonliving67.jpg,Nonliving_Things
materials/nonliving/nonliving40.jpg,Nonliving_Things
materials/nonliving/nonliving73.jpg,Nonliving_Things
materials/nonliving/nonliving43.jpg,Nonliving_Things
materials/face/face69.gif,Living_Things
materials/nonliving/nonliving14.jpg,Nonliving_Things
materials/face/face18.gif,Living_Things
materials/face/face92.gif,Living_Things
materials/face/face15.gif,Living_Things
materials/nonliving/nonliving20.jpg,Nonliving_Things
materials/nonliving/nonliving74.jpg,Nonliving_Things
materials/nonliving/nonliving36.jpg,Nonliving_Things
materials/nonliving/nonliving91.jpg,Nonliving_Things
materials/nonliving/nonliving54.jpg,Nonliving_Things
materials/face/face45.gif,Living_Things
materials/nonliving/nonliving5.jpg,Nonliving_Things
materials/nonliving/nonliving39.jpg,Nonliving_Things
materials/nonliving/nonliving44.jpg,Nonliving_Things
materials/face/face81.gif,Living_Things
materials/nonliving/nonliving21.jpg,Nonliving_Things
materials/nonliving/nonliving66.jpg,Nonliving_Things
materials/nonliving/nonliving17.jpg,Nonliving_Things
materials/face/face24.gif,Living_Things
materials/nonliving/nonliving72.jpg,Nonliving_Things
materials/nonliving/nonliving69.jpg,Nonliving_Things
materials/face/face96.gif,Living_Things
materials/face/face28.gif,Living_Things
materials/face/face17.gif,Living_Things
materials/nonliving/nonliving89.jpg,Nonliving_Things
materials/nonliving/nonliving6.jpg,Nonliving_Things
materials/face/face57.gif,Living_Things
materials/nonliving/nonliving97.jpg,Nonliving_Things
materials/face/face58.gif,Living_Things
materials/face/face64.gif,Living_Things
materials/face/face34.gif,Living_Things
materials/face/face25.gif,Living_Things
materials/face/face44.gif,Living_Things
materials/face/face62.gif,Living_Things
materials/nonliving/nonliving52.jpg,Nonliving_Things
materials/face/face51.gif,Living_Things
materials/face/face13.gif,Living_Things
materials/face/face29.gif,Living_Things
materials/face/face12.gif,Living_Things
materials/face/face53.gif,Living_Things
materials/nonliving/nonliving53.jpg,Nonliving_Things
materials/nonliving/nonliving84.jpg,Nonliving_Things
materials/nonliving/nonliving8.jpg,Nonliving_Things
materials/face/face26.gif,Living_Things
materials/nonliving/nonliving99.jpg,Nonliving_Things
materials/nonliving/nonliving85.jpg,Nonliving_Things
materials/face/face48.gif,Living_Things
materials/nonliving/nonliving80.jpg,Nonliving_Things
materials/nonliving/nonliving60.jpg,Nonliving_Things
materials/nonliving/nonliving71.jpg,Nonliving_Things
materials/face/face5.gif,Living_Things
materials/nonliving/nonliving70.jpg,Nonliving_Things
materials/face/face10.gif,Living_Things
materials/nonliving/nonliving4.jpg,Nonliving_Things
materials/nonliving/nonliving87.jpg,Nonliving_Things
materials/face/face2.gif,Living_Things
materials/face/face55.gif,Living_Things
materials/nonliving/nonliving46.jpg,Nonliving_Things
materials/face/face88.gif,Living_Things
materials/face/face94.gif,Living_Things
materials/nonliving/nonliving34.jpg,Nonliving_Things
materials/face/face86.gif,Living_Things
materials/face/face87.gif,Living_Things
materials/nonliving/nonliving13.jpg,Nonliving_Things
materials/face/face95.gif,Living_Things
materials/nonliving/nonliving32.jpg,Nonliving_Things
materials/face/face27.gif,Living_Things
materials/face/face67.gif,Living_Things
materials/face/face32.gif,Living_Things
materials/face/face76.gif,Living_Things
materials/face/face89.gif,Living_Things
materials/nonliving/nonliving26.jpg,Nonliving_Things
