category,image_name,count
Living_Things,processed/face/male_27_3.png,3
Nonliving_Things,processed/house/House92_3.png,3
Living_Things,processed/face/male_62_3.png,3
Nonliving_Things,processed/house/House6_3.png,3
Living_Things,processed/face/female_100_3.png,3
Living_Things,processed/face/female_60_3.png,3
Living_Things,processed/face/female_89_3.png,3
Nonliving_Things,processed/house/House67_3.png,3
Nonliving_Things,processed/house/House27_3.png,3
Nonliving_Things,processed/house/House94_3.png,3
Nonliving_Things,processed/house/House14_3.png,3
Living_Things,processed/face/female_45_3.png,3
Nonliving_Things,processed/house/House23_3.png,3
Nonliving_Things,processed/house/House20_3.png,3
Living_Things,processed/face/male_5_3.png,3
Nonliving_Things,processed/house/House30_3.png,3
Living_Things,processed/face/female_44_3.png,3
Nonliving_Things,processed/house/House4_3.png,3
Nonliving_Things,processed/house/House66_3.png,3
Nonliving_Things,processed/house/House73_3.png,3
Nonliving_Things,processed/house/House82_3.png,3
Nonliving_Things,processed/house/House63_3.png,3
Nonliving_Things,processed/house/House72_3.png,3
Living_Things,processed/face/male_10_3.png,3
Nonliving_Things,processed/house/House98_3.png,3
Living_Things,processed/face/female_95_3.png,3
Living_Things,processed/face/female_20_3.png,3
Nonliving_Things,processed/house/House33_3.png,3
Living_Things,processed/face/female_52_3.png,3
Nonliving_Things,processed/house/House24_3.png,3
Nonliving_Things,processed/house/House96_3.png,3
Nonliving_Things,processed/house/House59_3.png,3
Nonliving_Things,processed/house/House93_3.png,3
Nonliving_Things,processed/house/House97_3.png,3
Living_Things,processed/face/female_63_3.png,3
Nonliving_Things,processed/house/House88_3.png,3
Nonliving_Things,processed/house/House19_3.png,3
Nonliving_Things,processed/house/House85_3.png,3
Living_Things,processed/face/female_47_3.png,3
Nonliving_Things,processed/house/House68_3.png,3
Nonliving_Things,processed/house/House22_3.png,3
Nonliving_Things,processed/house/House91_3.png,3
Living_Things,processed/face/female_78_3.png,3
Nonliving_Things,processed/house/House11_3.png,3
Nonliving_Things,processed/house/House87_3.png,3
Living_Things,processed/face/male_63_3.png,3
Living_Things,processed/face/female_39_3.png,3
Living_Things,processed/face/female_86_3.png,3
Nonliving_Things,processed/house/House31_3.png,3
Nonliving_Things,processed/house/House65_3.png,3
Living_Things,processed/face/male_29_3.png,3
Nonliving_Things,processed/house/House53_3.png,3
Living_Things,processed/face/male_43_3.png,3
Living_Things,processed/face/female_36_3.png,3
Living_Things,processed/face/female_42_3.png,3
Living_Things,processed/face/male_51_3.png,3
Living_Things,processed/face/male_23_3.png,3
Living_Things,processed/face/male_57_3.png,3
Nonliving_Things,processed/house/House48_3.png,3
Living_Things,processed/face/male_75_3.png,3
Living_Things,processed/face/male_65_3.png,3
Living_Things,processed/face/female_31_3.png,3
Living_Things,processed/face/male_32_3.png,3
Living_Things,processed/face/male_26_3.png,3
Nonliving_Things,processed/house/House100_3.png,3
Nonliving_Things,processed/house/House64_3.png,3
Nonliving_Things,processed/house/House81_3.png,3
Living_Things,processed/face/female_56_3.png,3
Living_Things,processed/face/male_24_3.png,3
Nonliving_Things,processed/house/House40_3.png,3
Living_Things,processed/face/female_27_3.png,3
Nonliving_Things,processed/house/House70_3.png,3
Nonliving_Things,processed/house/House1_3.png,3
Nonliving_Things,processed/house/House79_3.png,3
Living_Things,processed/face/male_54_3.png,3
Nonliving_Things,processed/house/House84_3.png,3
Living_Things,processed/face/female_61_3.png,3
Nonliving_Things,processed/house/House17_3.png,3
Nonliving_Things,processed/house/House32_3.png,3
Living_Things,processed/face/male_95_3.png,3
Living_Things,processed/face/male_90_3.png,3
Nonliving_Things,processed/house/House28_3.png,3
Living_Things,processed/face/male_73_3.png,3
Living_Things,processed/face/male_83_3.png,3
Nonliving_Things,processed/house/House99_3.png,3
Living_Things,processed/face/female_65_3.png,3
Living_Things,processed/face/male_92_3.png,3
Nonliving_Things,processed/house/House39_3.png,3
Living_Things,processed/face/male_94_3.png,3
Nonliving_Things,processed/house/House45_3.png,3
Living_Things,processed/face/female_29_3.png,3
Living_Things,processed/face/male_58_3.png,3
Living_Things,processed/face/male_37_3.png,3
Living_Things,processed/face/female_17_3.png,3
Living_Things,processed/face/male_42_3.png,3
Nonliving_Things,processed/house/House25_3.png,3
