category,image_name,count
Living_Things,processed/face/male_54_3.png,3
Living_Things,processed/face/male_73_3.png,3
Nonliving_Things,processed/house/House17_3.png,3
Nonliving_Things,processed/house/House49_3.png,3
Living_Things,processed/face/male_94_3.png,3
Living_Things,processed/face/male_3_3.png,3
Living_Things,processed/face/female_47_3.png,3
Living_Things,processed/face/male_75_3.png,3
Nonliving_Things,processed/house/House3_3.png,3
Nonliving_Things,processed/house/House25_3.png,3
Nonliving_Things,processed/house/House55_3.png,3
Living_Things,processed/face/female_71_3.png,3
Nonliving_Things,processed/house/House53_3.png,3
Living_Things,processed/face/female_95_3.png,3
Living_Things,processed/face/male_42_3.png,3
Living_Things,processed/face/female_20_3.png,3
Nonliving_Things,processed/house/House70_3.png,3
Living_Things,processed/face/female_16_3.png,3
Living_Things,processed/face/female_61_3.png,3
Living_Things,processed/face/male_98_3.png,3
Living_Things,processed/face/female_5_3.png,3
Nonliving_Things,processed/house/House79_3.png,3
Living_Things,processed/face/female_54_3.png,3
Living_Things,processed/face/female_34_3.png,3
Living_Things,processed/face/male_26_3.png,3
Living_Things,processed/face/female_87_3.png,3
Living_Things,processed/face/male_88_3.png,3
Living_Things,processed/face/female_100_3.png,3
Nonliving_Things,processed/house/House27_3.png,3
Living_Things,processed/face/male_35_3.png,3
Nonliving_Things,processed/house/House62_3.png,3
Nonliving_Things,processed/house/House7_3.png,3
Nonliving_Things,processed/house/House78_3.png,3
Living_Things,processed/face/male_27_3.png,3
Living_Things,processed/face/female_89_3.png,3
Living_Things,processed/face/male_70_3.png,3
Living_Things,processed/face/female_80_3.png,3
Living_Things,processed/face/male_33_3.png,3
Nonliving_Things,processed/house/House4_3.png,3
Living_Things,processed/face/female_50_3.png,3
Living_Things,processed/face/male_61_3.png,3
Living_Things,processed/face/male_58_3.png,3
Nonliving_Things,processed/house/House52_3.png,3
Living_Things,processed/face/male_82_3.png,3
Living_Things,processed/face/female_73_3.png,3
Living_Things,processed/face/male_66_3.png,3
Nonliving_Things,processed/house/House64_3.png,3
Living_Things,processed/face/female_31_3.png,3
Living_Things,processed/face/male_72_3.png,3
Nonliving_Things,processed/house/House8_3.png,3
Nonliving_Things,processed/house/House54_3.png,3
Nonliving_Things,processed/house/House13_3.png,3
Living_Things,processed/face/female_1_3.png,3
Living_Things,processed/face/male_56_3.png,3
Nonliving_Things,processed/house/House63_3.png,3
Living_Things,processed/face/male_1_3.png,3
Nonliving_Things,processed/house/House94_3.png,3
Nonliving_Things,processed/house/House68_3.png,3
Nonliving_Things,processed/house/House12_3.png,3
Nonliving_Things,processed/house/House81_3.png,3
Nonliving_Things,processed/house/House1_3.png,3
Nonliving_Things,processed/house/House89_3.png,3
Living_Things,processed/face/male_5_3.png,3
Nonliving_Things,processed/house/House23_3.png,3
Nonliving_Things,processed/house/House45_3.png,3
Nonliving_Things,processed/house/House36_3.png,3
Nonliving_Things,processed/house/House28_3.png,3
Nonliving_Things,processed/house/House34_3.png,3
Living_Things,processed/face/male_37_3.png,3
Living_Things,processed/face/female_68_3.png,3
Living_Things,processed/face/male_81_3.png,3
Nonliving_Things,processed/house/House87_3.png,3
Living_Things,processed/face/male_95_3.png,3
Living_Things,processed/face/female_60_3.png,3
Nonliving_Things,processed/house/House93_3.png,3
Living_Things,processed/face/female_51_3.png,3
Living_Things,processed/face/female_86_3.png,3
Living_Things,processed/face/female_24_3.png,3
Nonliving_Things,processed/house/House69_3.png,3
Living_Things,processed/face/male_69_3.png,3
Nonliving_Things,processed/house/House40_3.png,3
Living_Things,processed/face/male_62_3.png,3
Living_Things,processed/face/female_29_3.png,3
Nonliving_Things,processed/house/House19_3.png,3
Nonliving_Things,processed/house/House91_3.png,3
Living_Things,processed/face/male_89_3.png,3
Nonliving_Things,processed/house/House10_3.png,3
Nonliving_Things,processed/house/House44_3.png,3
Living_Things,processed/face/male_28_3.png,3
Nonliving_Things,processed/house/House18_3.png,3
Nonliving_Things,processed/house/House22_3.png,3
Living_Things,processed/face/female_12_3.png,3
Nonliving_Things,processed/house/House9_3.png,3
Living_Things,processed/face/female_65_3.png,3
Nonliving_Things,processed/house/3257825_House58_3.png,3
Nonliving_Things,processed/house/House2_3.png,3
Nonliving_Things,processed/house/House71_3.png,3
Nonliving_Things,processed/house/House67_3.png,3
Nonliving_Things,processed/house/House32_3.png,3
Living_Things,processed/face/female_58_3.png,3
