category,image_name,count
Nonliving_Things,processed/house/House43_3.png,3
Living_Things,processed/face/male_72_3.png,3
Living_Things,processed/face/female_54_3.png,3
Nonliving_Things,processed/house/House29_3.png,3
Living_Things,processed/face/female_28_3.png,3
Living_Things,processed/face/male_89_3.png,3
Living_Things,processed/face/female_50_3.png,3
Living_Things,processed/face/female_80_3.png,3
Nonliving_Things,processed/house/House89_3.png,3
Living_Things,processed/face/female_24_3.png,3
Living_Things,processed/face/male_66_3.png,3
Living_Things,processed/face/female_68_3.png,3
Living_Things,processed/face/male_82_3.png,3
Living_Things,processed/face/male_33_3.png,3
Nonliving_Things,processed/house/House9_3.png,3
Nonliving_Things,processed/house/House71_3.png,3
Nonliving_Things,processed/house/House12_3.png,3
Nonliving_Things,processed/house/House35_3.png,3
Nonliving_Things,processed/house/House47_3.png,3
Nonliving_Things,processed/house/House75_3.png,3
Nonliving_Things,processed/house/House37_3.png,3
Living_Things,processed/face/male_8_3.png,3
Nonliving_Things,processed/house/House55_3.png,3
Nonliving_Things,processed/house/House2_3.png,3
Living_Things,processed/face/male_1_3.png,3
Nonliving_Things,processed/house/House10_3.png,3
Living_Things,processed/face/male_69_3.png,3
Living_Things,processed/face/male_56_3.png,3
Living_Things,processed/face/male_21_3.png,3
Living_Things,processed/face/male_28_3.png,3
Living_Things,processed/face/female_8_3.png,3
Nonliving_Things,processed/house/House77_3.png,3
Living_Things,processed/face/male_53_3.png,3
Nonliving_Things,processed/house/House52_3.png,3
Living_Things,processed/face/female_58_3.png,3
Living_Things,processed/face/female_25_3.png,3
Nonliving_Things,processed/house/House83_3.png,3
Nonliving_Things,processed/house/House18_3.png,3
Nonliving_Things,processed/house/House44_3.png,3
Nonliving_Things,processed/house/House62_3.png,3
Nonliving_Things,processed/house/House78_3.png,3
Living_Things,processed/face/male_3_3.png,3
Living_Things,processed/face/female_51_3.png,3
Living_Things,processed/face/female_1_3.png,3
Living_Things,processed/face/male_18_3.png,3
Living_Things,processed/face/female_14_3.png,3
Living_Things,processed/face/female_87_3.png,3
Living_Things,processed/face/male_4_3.png,3
Nonliving_Things,processed/house/House76_3.png,3
Living_Things,processed/face/female_71_3.png,3
Living_Things,processed/face/female_92_3.png,3
Living_Things,processed/face/male_35_3.png,3
Nonliving_Things,processed/house/House38_3.png,3
Living_Things,processed/face/female_66_3.png,3
Nonliving_Things,processed/house/House26_3.png,3
Living_Things,processed/face/male_81_3.png,3
Nonliving_Things,processed/house/House16_3.png,3
Living_Things,processed/face/male_91_3.png,3
Nonliving_Things,processed/house/House21_3.png,3
Nonliving_Things,processed/house/House13_3.png,3
Nonliving_Things,processed/house/House86_3.png,3
Nonliving_Things,processed/house/House5_3.png,3
Living_Things,processed/face/female_77_3.png,3
Nonliving_Things,processed/house/House50_3.png,3
Living_Things,processed/face/female_53_3.png,3
Living_Things,processed/face/female_34_3.png,3
Nonliving_Things,processed/house/House36_3.png,3
Nonliving_Things,processed/house/House42_3.png,3
Living_Things,processed/face/female_40_3.png,3
Living_Things,processed/face/female_55_3.png,3
Nonliving_Things,processed/house/House15_3.png,3
Nonliving_Things,processed/house/House54_3.png,3
Living_Things,processed/face/female_16_3.png,3
Nonliving_Things,processed/house/House80_3.png,3
Nonliving_Things,processed/house/House49_3.png,3
Living_Things,processed/face/female_73_3.png,3
Nonliving_Things,processed/house/House56_3.png,3
Living_Things,processed/face/male_96_3.png,3
Nonliving_Things,processed/house/House8_3.png,3
Nonliving_Things,processed/house/House61_3.png,3
Living_Things,processed/face/male_88_3.png,3
Living_Things,processed/face/male_70_3.png,3
Living_Things,processed/face/male_98_3.png,3
Nonliving_Things,processed/house/House41_3.png,3
Living_Things,processed/face/female_85_3.png,3
Living_Things,processed/face/male_61_3.png,3
Nonliving_Things,processed/house/House69_3.png,3
Living_Things,processed/face/female_88_3.png,3
Nonliving_Things,processed/house/House34_3.png,3
Living_Things,processed/face/male_74_3.png,3
Nonliving_Things,processed/house/House57_3.png,3
Living_Things,processed/face/male_17_3.png,3
Living_Things,processed/face/female_5_3.png,3
Nonliving_Things,processed/house/House51_3.png,3
Nonliving_Things,processed/house/House95_3.png,3
Nonliving_Things,processed/house/House3_3.png,3
Nonliving_Things,processed/house/House7_3.png,3
Nonliving_Things,processed/house/House90_3.png,3
Living_Things,processed/face/female_12_3.png,3
Living_Things,processed/face/female_32_3.png,3
