category,image_name,count
Living_Things,processed/face/male_18_2.png,2
Nonliving_Things,processed/house/House5_2.png,2
Nonliving_Things,processed/house/House38_2.png,2
Nonliving_Things,processed/house/House42_2.png,2
Living_Things,processed/face/male_24_2.png,2
Living_Things,processed/face/male_92_2.png,2
Living_Things,processed/face/male_21_2.png,2
Living_Things,processed/face/male_10_2.png,2
Living_Things,processed/face/female_40_2.png,2
Living_Things,processed/face/male_23_2.png,2
Nonliving_Things,processed/house/House48_2.png,2
Living_Things,processed/face/female_45_2.png,2
Nonliving_Things,processed/house/House96_2.png,2
Nonliving_Things,processed/house/House61_2.png,2
Living_Things,processed/face/male_57_2.png,2
Nonliving_Things,processed/house/House80_2.png,2
Nonliving_Things,processed/house/House99_2.png,2
Nonliving_Things,processed/house/House85_2.png,2
Living_Things,processed/face/female_28_2.png,2
Nonliving_Things,processed/house/House76_2.png,2
Living_Things,processed/face/female_39_2.png,2
Nonliving_Things,processed/house/3257831_House58_2.png,2
Nonliving_Things,processed/house/House11_2.png,2
Nonliving_Things,processed/house/House43_2.png,2
Nonliving_Things,processed/house/House41_2.png,2
Nonliving_Things,processed/house/House47_2.png,2
Nonliving_Things,processed/house/House90_2.png,2
Nonliving_Things,processed/house/House59_2.png,2
Nonliving_Things,processed/house/House57_2.png,2
Nonliving_Things,processed/house/House26_2.png,2
Living_Things,processed/face/female_55_2.png,2
Nonliving_Things,processed/house/House30_2.png,2
Nonliving_Things,processed/house/House51_2.png,2
Nonliving_Things,processed/house/House92_2.png,2
Nonliving_Things,processed/house/House77_2.png,2
Nonliving_Things,processed/house/House33_2.png,2
Living_Things,processed/face/male_32_2.png,2
Nonliving_Things,processed/house/House35_2.png,2
Nonliving_Things,processed/house/House73_2.png,2
Nonliving_Things,processed/house/3257813_House74_2.png,2
Living_Things,processed/face/male_53_2.png,2
Nonliving_Things,processed/house/House56_2.png,2
Nonliving_Things,processed/house/House95_2.png,2
Living_Things,processed/face/female_63_2.png,2
Nonliving_Things,processed/house/House100_2.png,2
Living_Things,processed/face/female_8_2.png,2
Living_Things,processed/face/female_78_2.png,2
Living_Things,processed/face/male_63_2.png,2
Living_Things,processed/face/male_4_2.png,2
Nonliving_Things,processed/house/House97_2.png,2
Nonliving_Things,processed/house/House84_2.png,2
Nonliving_Things,processed/house/House82_2.png,2
Nonliving_Things,processed/house/House24_2.png,2
Living_Things,processed/face/male_8_2.png,2
Nonliving_Things,processed/house/House98_2.png,2
Living_Things,processed/face/female_85_2.png,2
Living_Things,processed/face/female_44_2.png,2
Nonliving_Things,processed/house/House31_2.png,2
Living_Things,processed/face/male_74_2.png,2
Living_Things,processed/face/male_96_2.png,2
Living_Things,processed/face/female_52_2.png,2
Living_Things,processed/face/male_17_2.png,2
Living_Things,processed/face/male_43_2.png,2
Living_Things,processed/face/female_66_2.png,2
Nonliving_Things,processed/house/House39_2.png,2
Living_Things,processed/face/female_92_2.png,2
Living_Things,processed/face/female_14_2.png,2
Living_Things,processed/face/male_90_2.png,2
Nonliving_Things,processed/house/House29_2.png,2
Nonliving_Things,processed/house/House72_2.png,2
Living_Things,processed/face/male_83_2.png,2
Living_Things,processed/face/female_32_2.png,2
Living_Things,processed/face/male_65_2.png,2
Nonliving_Things,processed/house/House21_2.png,2
Living_Things,processed/face/female_77_2.png,2
Living_Things,processed/face/female_17_2.png,2
Nonliving_Things,processed/house/House6_2.png,2
Living_Things,processed/face/female_56_2.png,2
Nonliving_Things,processed/house/House66_2.png,2
Nonliving_Things,processed/house/House86_2.png,2
Living_Things,processed/face/female_36_2.png,2
Living_Things,processed/face/male_91_2.png,2
Nonliving_Things,processed/house/House50_2.png,2
Living_Things,processed/face/female_25_2.png,2
Nonliving_Things,processed/house/House83_2.png,2
Nonliving_Things,processed/house/House20_2.png,2
Nonliving_Things,processed/house/House14_2.png,2
Living_Things,processed/face/female_53_2.png,2
Nonliving_Things,processed/house/House37_2.png,2
Nonliving_Things,processed/house/House88_2.png,2
Living_Things,processed/face/female_27_2.png,2
Nonliving_Things,processed/house/House16_2.png,2
Living_Things,processed/face/male_29_2.png,2
Nonliving_Things,processed/house/3257879_House74_2.png,2
Nonliving_Things,processed/house/House75_2.png,2
Nonliving_Things,processed/house/House65_2.png,2
Nonliving_Things,processed/house/House15_2.png,2
Living_Things,processed/face/female_42_2.png,2
Living_Things,processed/face/female_88_2.png,2
Living_Things,processed/face/male_51_2.png,2
